770567971701940224	N
770503386789711872	N
770502863017635840	P
770599972102348800	NEU
770599962216390656	N
770599405816864768	N
770453393714348032	N
770466143098241025	P
770536258682617856	NEU
770613199200620545	P
770612909105905665	P
770610067146235904	N
770633854667386880	P
770633713822601216	N
770443909260570624	P
770434045469659136	P
770463923342540800	P
770496679632076800	NEU
770456170691780608	N
770499448438915072	N
770510704080281600	P
770434546168897536	N
770081000747573248	P
770080539130916864	N
770080368636592129	NEU
770772755637764096	NONE
770789027142328326	P
770792054519656448	N
770773957775593472	N
770877057765105664	N
770942085960724480	NONE
770941295883853824	P
770940641601781760	N
770940052557950976	N
770948285288841216	N
770947728792817665	NONE
770947357173243906	N
770946843383631873	P
770943381652504576	N
770918556825427969	N
770918502865702912	P
770914817360195601	N
770914042567327746	N
770960812785692672	NONE
770960332818935809	P
770963910707019776	N
770963684705308672	NEU
770959151992274945	NONE
770967255773507584	N
770938978916761600	NONE
770938248537530368	N
770938227570139136	P
770967899485986816	P
770799001071476736	N
770802532855799808	N
770809220291760128	NEU
770814690490548224	NEU
770792942151798784	N
770910691960160256	P
770952598954373120	N
770951927291056129	NEU
770924366884397056	N
770882694586757120	P
770865009991745536	N
770851876896202752	NEU
770905627212251136	P
770904895104884736	NONE
770902590817271808	P
770880018398515200	N
770919109919924224	N
770891179596582913	N
770889745337548800	N
770862443908202496	NONE
769849700941955072	P
769847264332439552	N
769846566593171456	P
769813375924789248	N
769812093130383360	NEU
769850987133693952	P
769837775633911808	NONE
769836787632050176	NONE
769835981549830144	P
769865680967598080	N
769865302125469696	N
769880535325937664	P
769707294019977216	N
769706280244154368	N
769705694283046913	NEU
769715235884236800	N
769744454026690561	P
769580781194899456	P
769605663756578820	NONE
769605224612978688	N
769651462062403584	N
769653122578911232	N
769871360638218240	NEU
769867907694288896	NEU
769963990160138241	NEU
769963110539165696	N
769968677269729280	N
769968532314529792	NONE
769968293184765952	NEU
769967832876613632	N
769967293988306944	P
769628373966524416	NEU
769645274440531968	N
769665676676038656	N
769665186760384512	N
769664229590925313	N
769647989652647936	N
769641872981622784	P
769667580248354817	N
769666919016361985	N
769666312083759108	N
769639779629694976	P
769668555650588672	N
769898106548813824	N
769903961507762176	P
769901444505989121	NEU
769901202872164356	N
769900426867175424	NEU
769899517365874689	NEU
769899057586249728	NONE
769909632169041921	N
769909114109648900	P
769882149088595968	NEU
769881236533895168	P
769896391938375680	N
769896030234107904	NEU
769620703301828608	N
769619934989213696	N
769607373224812544	NONE
769599499027279872	N
769598379039023104	P
769603190148988928	N
769602909571022848	N
769597539305791488	P
769604198639996928	N
769623387081760768	NEU
769593938634309633	P
769874402964111360	P
769919268020510720	N
769918960577998848	N
769921244674285569	P
769912889553682432	P
769912712373661696	NONE
769915541301653504	N
769914697411883008	N
769925890763612161	NONE
769912203919130624	P
769763768792412160	NONE
769782206021632000	P
769795043729272832	NONE
769834725997473793	P
769831806132772864	N
769830949156773888	NEU
769830814158819328	P
769818730511659008	N
769808386519101440	N
769822389538611200	P
769822274933448704	NEU
772410757115944965	N
772409576381644800	P
772408982434709504	NEU
772408946393047043	N
772408919746605056	N
772544273296261121	NEU
772543746361663488	N
772542718002298880	P
772544684744925184	N
772549660653355009	NEU
772548606112960512	N
772548491499429888	P
772542003418726401	P
772547740081524736	N
772547177566593024	NONE
772546568545337345	NEU
772523605603323905	N
772552969271255040	P
772552895803887616	N
772552312573325312	NONE
772552256336125952	N
771426766300872704	P
771426551627911172	N
771426339647787008	N
771440595852288000	P
771440279668813824	P
771439976160628736	NEU
771439744446234625	NONE
771439227825455104	N
771441410071560193	N
771446306187440128	N
771465068718481408	N
771465060153688070	N
771464641780285445	NEU
771439080785711104	NEU
771438847104278528	NONE
771437334944485376	NONE
771437181034491904	N
771436170706313216	NONE
771436046420701184	N
770675440138776577	P
770674641530740736	N
770749708163772417	N
770749467092025344	P
770740280446291969	NEU
770740237941280768	NEU
770751062257074178	P
770746512309641216	P
770746453262229504	N
770746150341189633	P
770742343741935616	N
770748893499973632	N
770748820896489473	NEU
770747892785184768	NONE
772425714196942848	P
772461065510715392	P
772428319706972160	P
772423981848727552	N
772423177490276352	NEU
772422657077805056	N
772421566026113024	NONE
772453896472109056	N
772451038125252608	P
772450051276759040	P
772455857254727680	N
772458982988447745	NONE
772457888501604352	N
772461713962725376	NEU
772437823685361665	N
772437168052637696	N
772436403900805120	NONE
772435799988178944	P
772435505350836224	N
772435295916658688	N
772400193765597184	N
772397615501762560	N
772396111092977664	NEU
772504520291221504	NEU
772504080287760385	N
772503834363039744	N
772497616672321536	N
772494646098419712	NONE
772493963290873856	NEU
772493962468814848	NEU
772499531363676160	N
772501852118278144	P
772506690197553153	P
772506009118072832	NEU
772077411575926784	N
772043139934785536	NEU
772042621137084416	N
772042482930556928	P
772042274150686720	N
772028149056012289	P
772079720821301249	P
772057480545304576	N
772057092568018944	N
772082514127155201	NONE
772081347032743936	P
772076047651266561	NEU
772075430220267521	NONE
772073514333536256	NEU
772073446150959104	NONE
772072462347563008	N
772518244783689728	N
772515729686003712	P
772376382995300352	P
772374341078089728	P
772521392331972608	N
772508582923337729	P
772522938327334912	P
772522421911973889	NONE
772530090639028224	P
772529108324614144	N
772529107896786945	N
772528762055516160	N
772528063313809409	N
772393816129171457	P
772393100069236736	P
772390584610852864	N
772537325305946113	P
772537259895775232	N
772536359475085312	NEU
772533013926338562	N
772532822087204864	NONE
772535014483435520	NEU
772534279876317184	NEU
772538176930021376	NEU
772475367416328192	N
772474830620860416	N
772474018490359808	NEU
772473785995894784	N
772440552252014592	NONE
772438627817316352	P
772438625594335232	N
772438256814288897	N
772438255241428992	N
772470337720246272	N
772469895443415040	P
772475610295926785	P
772466616730779649	N
772469006678781952	NEU
772468330548621314	NEU
772449022913241088	N
772447973469020160	NEU
772472831703650304	N
772472781657300992	NONE
772490608887885824	N
772489992442642432	N
772485219454705665	N
772481214385098752	N
771432153376821248	P
771431910073655296	NEU
771353723750780929	P
771353588551544832	N
771431409340809217	N
771431380676911104	N
771430995220426752	P
771430164869836801	P
771349277226438656	N
771408825958199296	N
771407533936345089	N
771407412096008192	NEU
771425460140052480	NEU
771425122032951296	N
771422610076864512	N
771450529910226944	P
771449430276993024	P
771422471849467905	P
771422391499104256	N
771422152654553088	P
771421649254096896	N
771421546502057984	N
771402790639919104	N
771346235420712960	NEU
771345696775700480	N
771383740870393856	NONE
771382571150241792	N
771435157534470144	N
771434313615306752	P
771410818453864449	NONE
771413397707587584	N
771415864780390400	N
771415727085592578	P
771436006532874241	NEU
771387396202037248	N
771387135538696193	N
771386705182134274	N
771357889969680386	NEU
771357785602793472	NEU
771379905661632512	N
771400212522893312	P
771377681422249985	NONE
771376793316196352	N
771376546762326016	N
771429919855349761	N
771429758731186176	N
771429757120643072	NONE
771428301340573697	P
771428188400615424	NEU
771458353302237184	P
771457456035823620	NEU
771457153429344257	N
771463356091858944	NONE
771461470970384384	NEU
771461270063243268	P
771452078183030784	N
771454404763549696	N
771455113990922241	N
771454773774147585	N
771448894861545474	NEU
771447900689891328	P
771471978154827776	P
771471745870102528	N
771471675124813824	NEU
771471627628515328	N
771474472972980224	N
771480890627219456	N
771480876102320129	N
771272203119816704	P
771272065445990400	P
771271592437551105	N
771271274500911104	P
771343779894849540	NEU
771342251289153536	P
771342004303306754	P
771320898418794496	N
771320208585809921	N
771319376414998528	P
771319189747429376	P
771318840949178368	P
771318242707120128	NONE
771318195944914945	NONE
771318170435084288	N
771318036364140545	NONE
771317120676208640	P
771339452547473410	P
771337102860619776	NONE
771336990818205700	N
771341780843372545	P
771341375040356352	P
771341281410838528	NEU
771340769575796740	P
771335562603134976	N
771334025789177861	N
771345090199556102	N
771345083270590464	P
771388920739364865	N
771355957360201728	NEU
771355823381573632	N
771354989490999296	N
771354889918218240	NEU
771354860667146240	N
771333261494722560	N
771332814763618304	NONE
771332534118514689	N
771366862357692416	N
771365359366578176	P
771370241091776513	P
771364639158525952	N
771363212277186560	NEU
771361422685134848	P
771360851894960128	N
771360730960498688	N
771390674222641153	P
771135602884505602	P
771135475885244418	N
771134971746459648	N
771206429445238784	P
771295248760840192	N
771294298931421184	N
771294072715771904	P
771292693175689216	NONE
771305040585879552	N
771304426598387712	P
771303902650085377	N
771303869896728577	P
771303653579841536	NEU
771323012431872000	N
771309321242095617	P
771309160835063808	NEU
771308729211813890	P
771308145771773952	NEU
771308087344889857	NEU
771302670078451712	N
771301350785290240	N
771300591142375424	P
771300315786338304	NEU
771312071371739136	NEU
771311444457431040	NEU
771311339406897152	N
771310015214784512	N
771327547766345728	N
771327062766448645	N
771326440751009792	N
771330096980516864	NEU
771329837894135810	N
771120362830594048	N
771119282407219201	NEU
771119164362780677	N
771138957606281217	N
771138859044339712	N
771137903812550656	N
771253488269484032	NEU
771253031522361344	NEU
771252286915878912	P
771252022687309824	N
771251965019852806	P
771251376546390017	P
771250536171446272	P
771250195325591552	N
771765617653325825	NONE
771765026562637824	N
771764459006201856	P
771757934422396928	NEU
771757679001870336	N
771761247754842112	N
771763975595909121	N
771754881514369024	P
771656948475236356	P
771654442198241281	P
771654387500396545	P
771654375135518720	N
771715764122517504	P
771715454075277313	NEU
771716656473186304	NEU
771713002148073473	NONE
771712765593608193	P
771710088847495168	NONE
771709522817744896	P
771710667682410497	N
771737892884480001	N
771653432532807680	NEU
771651742081490950	P
771650681757274112	N
771784577924927488	N
771783809129967617	P
771783795909484544	P
771792461127622656	N
771791887900565508	P
771791798251429888	N
771791010104049664	P
771795379956383745	N
771789930569891840	NEU
771788808375402496	N
771786345165496321	P
771797672814583809	N
771797553159499776	P
771797062597902336	N
771671814338514948	P
771671098534395904	P
771669080470200320	NONE
771775354671357952	N
771775202229383168	P
771770878564638720	P
771781500350201857	P
771780938347020289	N
771778060228190208	P
771779107210264577	N
771782933451509760	N
771687680023363585	NONE
771686450895187968	N
771730880947712000	NONE
771730088723353600	N
771733250654007296	P
771733231112708096	N
771736766428708864	P
771735580908654592	N
771735113994502144	P
771727311355994112	N
771731474387263488	N
771723714253774849	P
771723585505329152	P
771752935369965568	N
771494127334719488	P
771559843211595776	NEU
771626643257368576	P
771626438134943745	P
771625766522003456	N
771625513466986496	N
771624748929331201	P
771622172351602688	P
771469649905127425	N
771469353325854720	P
771469157128871938	N
771468980796227584	P
771468893584027652	N
771641184145903616	P
771611128837185536	N
771610799185944576	N
771608786284912641	N
771645422167220225	NEU
771645024584896513	P
771644652814348288	N
771644494940819456	N
771643744600809472	P
771643077270188032	N
771641451222487040	N
771631924133498880	NONE
771630379274874880	P
771629087852855296	N
771627153033080832	N
771605640930177024	P
771603783985922050	N
771603172796149760	P
771602788346245121	P
771602329560756224	P
771614140070703105	NEU
771613287913955328	P
771612552212025344	N
771619929762123776	N
771619662803066882	P
771646084732956672	N
771806795237060608	N
771806058176184320	P
771805845193719809	P
771809957029306368	NEU
771809938171723776	NEU
771804726631464960	NONE
771810885438431236	P
771801773472358400	P
771801538310307840	P
771801482647728128	P
771800549087928324	N
771813436430938113	P
771705981277507584	P
771704551841865728	N
771696509729595392	N
771689584052895744	P
771684839636566016	N
771684320402636804	N
771682761543413760	NONE
771702852033052672	NEU
771694214707081217	P
771692916565762048	N
771483838908395521	P
771483712521396229	P
771508327511683072	N
771505945386094592	N
771499228271083521	NEU
771503051731505152	N
771497464943837184	P
771497337260797953	NONE
771681004520112128	N
771746617166815232	P
771746183387680773	P
771745446180057089	NEU
771744808289394689	NONE
771744449193992193	N
771750846698840068	N
771748984784314369	N
771739525919936512	N
771482382536933376	N
771481703869247492	NEU
771525398756749312	NEU
771516482920542208	N
771818323378003972	NONE
771877567175483396	N
771891717909938176	NONE
771819815354847232	N
771867354569531393	P
771860256490151936	NEU
771886497687543808	P
771866009472999424	NONE
771865512246702080	P
771865231182168064	P
771861112644046848	N
771859162196238336	N
771835643320233984	N
771839367937716224	NONE
771837429473021952	N
771836578465476608	P
771885164502843392	N
771903512305360896	P
771903366322647040	P
771822537403531265	P
771824792534183936	NEU
771831736766492673	N
771855257190141952	P
771855216622891008	N
771854923835273216	N
771856972824150016	N
771856884009672704	N
771828915472039936	N
771916212192284673	N
771910717217923072	N
771814701454004226	P
771853316234043392	N
771850313829613568	N
771849655059636224	N
771849086970527744	P
771847176544747522	N
771871295478923264	N
771870167957704704	P
771845828134760448	N
771845785143173120	NEU
771845426244947968	N
771844261365121024	NEU
772740693542440960	NONE
772740504551297024	P
772893050913841156	P
772891871588782089	N
772891601840566272	N
772891377017446401	NEU
772891074889121792	P
772890992299171840	P
772886241432010752	N
772886102772416512	NEU
772893899673178112	NONE
772897526831779840	N
772896139091841024	NONE
772896079943786496	NONE
772895418413903872	P
772889655100469250	P
772889574141984769	N
772770942523146240	P
772769158375301120	NONE
772758252002144257	N
772758218829361152	NEU
772757220433985536	N
772756074768240640	N
772755829141286912	P
772838025923616773	N
772831745041457152	N
772830607416107008	NEU
772830495906336768	P
772832679129645056	N
772832418197827584	N
772836536962453504	P
772826477788270592	NEU
772825676793589760	P
772825430109908992	P
772825365769285632	NONE
772828002610716672	N
772826813261307904	P
772848455429529601	N
772847247444893697	N
772846855088726016	N
772846773131939840	NEU
772841667955138560	N
772851847681961985	N
772844652634529792	P
772850133574778885	N
772869090578931712	N
772869049780957184	NONE
772840400373608448	P
772840393167802369	P
772828909851254784	N
772879040965378052	N
772884229705363456	N
772883514182209536	NONE
772883194668584960	N
772882913696313345	N
772882421607956480	P
772881721457045504	N
772876621606952961	P
772880457214091265	N
772871902134169601	P
772871475858698240	P
772870919190671364	NONE
772870809945829376	P
772773420941574144	N
772865220859625472	N
772864972384796672	N
772864851626590208	N
772864731682070528	N
772866446661652480	P
772865843285852160	NONE
772868520749203456	P
772867745574690817	P
772862172452024324	N
772859071380807680	P
772861685619159041	P
772857506045493248	NEU
772885161855881216	NEU
772856435390550016	P
772759135150538757	N
772786216450215936	P
772786055787474944	P
772787650440888320	P
772789927478198272	P
772789016529932292	N
772792785174990848	N
772792434073956352	N
772792232164360192	NEU
772783199076413440	NEU
772782592798167040	N
772808105243635712	NEU
772781751127142400	N
772781174544601088	NEU
772780326510850048	P
772780156867977220	NONE
772810067217383428	N
772809369817874432	N
772743952638312448	P
772811485860995074	N
772810764579115009	NONE
772815448954040320	N
772814898980069376	P
772819338327883776	P
772818834914963456	NEU
772817931558350848	N
772817756085424128	P
772819990697353216	NONE
772812974046216193	N
772812657468604416	NEU
772839996520882176	N
772800719342665728	N
772776938486263808	P
772776679215423488	N
772776527629021184	N
772806545105162240	NONE
772798011483258880	NEU
772797821665804290	N
772797612994990080	P
772802790733254656	N
772799870004518912	NEU
772799393896562688	N
772798611541397504	N
772804403598397440	NEU
772803759160365056	P
772823507063439360	NEU
772796181441343488	NONE
772795286599168000	NEU
772795093698895872	N
772677550908792832	N
772676961558724608	N
772688348796321792	P
772754228108468224	N
772754022159843328	NEU
772737731508199424	N
772736659469262848	P
772736357240307712	N
772736337057284096	N
772735935842836480	P
772734612808331264	NEU
772762588778209280	P
772762310456803328	N
772762268211830784	N
772761998098624512	NEU
772761939168600066	N
772722912205893632	N
772721958379261952	P
772720454398279680	N
772749298152996864	P
772749297280516096	N
772747694448181248	P
772747585773789184	N
772778345159352320	P
772751406868692992	N
772750667681296386	P
772765788797300736	N
772765455677329408	N
772625403118751753	N
772604126895169536	N
772602798617812992	N
772576633467305984	NONE
772571771266555904	P
772599969052233729	NEU
772599319006502912	P
772571610515705856	NONE
772570419408830464	NEU
772667424315416580	NEU
772645340893831168	N
772673447155666944	N
772551192815734784	N
772557477904809984	N
772562884010401792	N
772562047338999808	P
772561977919021056	P
772561965575274496	P
772561727108112384	P
772559486452105217	P
772558378304495616	N
772558065375801348	NONE
772563766210854912	P
772563510136111105	NEU
772565582201905152	NONE
772561178082025472	N
772560707032342529	NEU
772559951822778372	N
772567673528061952	N
772538618028158976	N
772653806949638145	N
772658610296020992	NEU
772594294804938752	N
772594207823425536	NEU
772596760602697728	P
772574870861385728	P
772574582599458820	N
772573998026747908	N
772583845292040192	N
772606289784500224	NEU
772728478483570688	N
772725410475933696	N
772724832886788096	N
772712841635823617	NEU
772711926564618240	N
772711354885148672	P
772710409996492800	P
772696118316720128	P
772692508476407808	P
772703386768642052	P
772703203527983104	N
772701927192887296	N
772701900303114240	N
772698265779339264	NEU
772698156123447296	P
772709694469185536	P
772708774247358464	N
772708734229422080	NEU
772705685788319744	NONE
772705575411019776	N
772705382531735552	NEU
772733720252022784	P
772733647208214529	P
772730476314460160	N
772718588499226624	P
772718540776431617	NEU
772716470321152000	N
772691471476592640	NEU
772586104939810816	N
772584982657298433	P
772584899140259847	NEU
772638607026913281	NEU
772579760484544514	N
772579678225829888	N
772579639541784576	N
772592968549138432	NONE
772581397882077186	N
772592206066647040	N
772592038114189316	P
772445363492032512	NONE
772444431291121664	N
772443416257060864	N
772418792983068672	P
772404168002768896	N
772403679521546244	N
772403491797143553	N
772402420727029760	N
772446169247154176	NEU
772417038589501444	N
772416801154236416	NEU
772416369723924480	N
772415823344463872	N
772431318470758401	P
772923565536604160	NEU
772964970845921280	N
772964883084247040	N
772965124466417665	N
772916819187335169	NEU
773017323829661696	N
773035883704508416	P
772940864733777920	NONE
772940209801531396	NEU
772918748089057280	N
772918636394799104	P
772918438863986688	N
772917959006314496	N
772931783549652994	N
772938385581281280	N
772937862018891777	P
772934847660695556	P
772934706979569668	P
772937357439954944	P
772936649709944832	NEU
772958580731510784	NONE
772934153880961024	N
772907042843529217	N
772906407138103298	P
772905982875885568	N
772905777220685824	N
772946679033200640	P
772952959982395392	N
772952864964677633	N
772953796481847296	N
772957843951644672	NONE
772956652811251712	NEU
772955642948620288	NEU
772920512565698560	NEU
772920390108737541	N
772994853726715905	P
772991567405649920	P
772909095653412868	N
772982560301481984	P
772961202037223426	NEU
772921590556295168	N
772977734519758852	N
772978568792043520	NEU
772902392719343616	N
772901995975995392	NONE
772901590084751360	NEU
772900989271695360	N
772900799194210304	N
772912627391533056	P
772926881054199809	N
772914264248115200	NEU
772913603766812672	P
772941317177565184	N
772916003118391296	P
772915894129463300	N
772907394498166784	N
772911658788384769	P
772910885429972992	P
772910784649293828	N
772910590146863104	P
772903152882421760	N
772929609809666048	N
772928495555141632	N
772904286070210561	N
772904194768535553	N
772930294890594304	N
772929928027340801	NEU
771984863868190720	N
771983315888906240	N
771982780779597824	P
771982634440417281	P
771981150516576256	N
771980983772078080	P
771978674283438080	N
771976604469821440	N
771976420797145089	N
771971626128769024	NONE
772008749590609920	N
772008186048045056	N
772007790630043648	N
772012555988570112	P
772010906062585856	NONE
772010418692907008	P
772024898864701440	N
771994610201657345	P
771979159216201728	N
772062658019389440	P
772061048929193984	N
772060097178693632	N
772135006298841088	N
772141337890189312	N
772141114270814209	NEU
772141000223559680	NEU
772140797802217473	P
772134679231270912	N
772143746913886209	N
772142576879144960	P
772142531056439296	N
772138690277675008	NONE
772130713164480512	P
772016852990058496	NEU
772016749319421952	N
772015613795508224	NONE
772013961151668224	N
772013909062590464	P
772090640465268736	N
772088829540982784	NEU
772088804215754753	P
772096361277816834	N
772095325687386112	P
772095079225892864	P
772094822886862848	N
772091912757121024	NEU
772098586251259904	P
772097130903269376	N
772088536048820225	N
772085437376716800	NONE
772099602774388736	N
772070326222065664	NEU
772046714752630785	P
772045561662939136	P
772045164651147264	P
772067316376997888	P
772067075615494146	NEU
772066425120886788	N
771954032307007489	N
771951016656904193	N
772063910098767872	N
772023132437831681	NONE
772022658657550336	N
772019639928889344	P
771992848484925440	NONE
771992353322270720	N
771991085224779777	N
771969453311557632	NONE
772069883475529728	P
772069835526303744	NEU
772069487038308352	N
772038465903005696	N
772036911632359425	N
772036868191952896	NONE
772036245904039936	N
772167534896418816	NONE
772166536647831552	N
772166415625363457	N
772170339887480832	N
772173633578033153	P
772173391675752448	N
772173268979777537	P
772173231872700416	P
772172330231533568	P
772190831944069120	NEU
772190166081568768	NEU
772166150541217792	P
772005473495179264	N
772005193802194944	N
772004263681789952	P
772002628402372608	P
772002359539015680	P
772001585593454592	P
772001442701926400	NONE
772128471271235584	NONE
772128135148109824	NONE
772121850528821248	N
772121014436302848	N
772123134778601472	N
772130604485844992	N
772032788614750208	N
772030886892212224	P
772157223271366656	P
772148468429295616	N
772152685810233344	P
772151845825437696	NONE
772151722466836480	NONE
772146926498226177	N
772156412466237440	P
772155261071089664	P
772154965578178561	NEU
772154844907970560	P
772160166036967427	P
772159618210492422	N
772159120136925185	NEU
772158933087686656	P
772050821018181632	N
772050180610912257	N
772103482103005184	N
772103242792722433	P
772102660598235136	NEU
772108050555633665	N
772107361234382848	N
772106606263857152	N
772108193711423488	N
772111444007608320	N
772110693646598145	N
772114940823994368	NEU
771936392767234048	N
771945843209502720	NEU
771964043041144833	N
771963476315148288	P
771960452410662912	P
771817098901192704	N
771816453075001344	P
771815824294285312	NEU
771834363533221890	N
771833405797523460	NEU
771841316321984516	N
771841060620369920	P
771827379543027713	N
771826149223649280	NEU
771841749060820992	N
771824138847526913	P
771823093232775168	NEU
771828142432399361	N
771843252462948352	N
771672776985849856	P
771660036409954304	N
771657998796066817	P
771691228870152192	P
771690634293997568	N
771665156027756544	NEU
771662789446242304	NEU
771677321321406465	N
771676159985803264	N
771675615305015300	P
771635438247288833	NEU
771647799607697408	NONE
771662428513767427	N
771662144848879616	N
771692618996707328	P
772216024083075076	NONE
772215309327593472	N
772215081383890944	N
772177209410854912	N
772176594370781184	N
772200231396147201	N
772194616993013760	NEU
772194610420547584	P
772194188964290560	NEU
772214616273354763	NONE
772214383011303424	N
772213836317396992	NONE
772213826020315137	N
772213425560752129	NEU
772213347919986693	N
772213096026927105	P
772206511980421125	P
772206451938975744	P
772226516008706048	P
772226489521700864	N
772255511492325376	N
772251639944245249	P
772280849039368192	P
772278466989420544	N
772185409791066113	N
772184504890982400	NEU
772183891029463042	NEU
772183697512603648	P
772182402844225537	N
772182200972443648	P
772181922588033024	P
772240308226621440	N
772240263809032192	P
772242063329026048	P
772241489497886720	N
772224727314206720	N
772224614369984512	NEU
772195615291871236	N
772185764952170496	N
772218594381930496	NEU
772217924803239936	N
772217443464933376	N
772228780890947585	NEU
772229593386323972	NONE
772212479397167104	P
772285877884116993	P
772231557004292096	P
772231281857982464	P
772367731635195904	P
772366664272863232	P
772358462110048256	P
772358156555055104	N
772357630689939460	P
772357336073637888	N
772357229198663680	P
772331738655821824	P
772330939917664256	NONE
772353424880967680	P
772352474283929601	NONE
772386518807764992	N
772385321434636288	N
772384878017085440	NONE
772384856655486977	N
772384659321786369	NONE
